1;M1;Informatique;1;1
2;M1;Informatique;1;2
3;M2;Mathématiques;1;1
4;M2;Mathématiques;1;2
5;M3;Physique;1;1
6;M3;Aide à la réussite;1;2
7;M4;Compétences transversales;1;1
8;M4;Compétences transversales;1;2
